,X_coord,Y_coord,bandgap
0,127,448,2.5164970456680087
1,127,449,2.5022594934218634
2,127,450,2.5240674586731657
3,128,447,2.5001677749463838
4,128,448,2.5177443780578925
5,128,449,2.5011874088572323
6,128,450,2.5093355284275343
7,128,451,2.5191750554981605
8,128,452,2.535203234316634
9,128,453,2.552666739216662
10,129,446,2.4961029994037616
11,129,447,2.436860018574562
12,129,448,2.4921243010212257
13,129,449,2.4845965669016676
14,129,450,2.508649414282223
15,129,451,2.515146853913117
16,129,452,2.5289916150918303
17,129,453,2.5403625841808886
18,129,454,2.543856235180988
19,129,455,2.516577578629202
20,130,445,2.503609037978682
21,130,446,2.490802135101317
22,130,447,2.4595445919317553
23,130,448,2.492733420044203
24,130,449,2.4588437029803405
25,130,450,2.4846051794632467
26,130,451,2.4855765560948013
27,130,452,2.4918997061863615
28,130,453,2.5123874383310256
29,130,454,2.550673321868532
30,130,455,2.537290460597182
31,130,456,2.536331301010775
32,131,444,2.4819508073783276
33,131,445,2.453240301241824
34,131,446,2.4650513356972663
35,131,447,2.495648427415357
36,131,448,2.485513247208223
37,131,449,2.4553248866001716
38,131,450,2.468854252962029
39,131,451,2.4721500537482193
40,131,452,2.4934728966397532
41,131,453,2.508748934660465
42,131,454,2.5129459196184754
43,131,455,2.508943300837268
44,131,456,2.506407864949669
45,131,457,2.526053574667504
46,132,444,2.4870576840115723
47,132,445,2.4615041480679083
48,132,446,2.483412284259701
49,132,447,2.471608028007986
50,132,448,2.468729315610302
51,132,449,2.4642475961312442
52,132,450,2.4871225044218646
53,132,451,2.4762090880979253
54,132,452,2.4909475475692284
55,132,453,2.4942730413647736
56,132,454,2.5209488491546717
57,132,455,2.512499737450262
58,132,456,2.481190797825961
59,132,457,2.491250667495592
60,132,458,2.4870047005071974
61,133,443,2.522089185808169
62,133,444,2.5052521141594997
63,133,445,2.4808685796029057
64,133,446,2.513589993601925
65,133,447,2.468561646234847
66,133,448,2.4659133124713724
67,133,449,2.4767338925080393
68,133,450,2.4573662359375037
69,133,451,2.455964339682371
70,133,452,2.4815020944349806
71,133,453,2.4933311067263664
72,133,454,2.516665938020988
73,133,455,2.508453308917426
74,133,456,2.509294881915734
75,133,457,2.5060145869048203
76,133,458,2.5253547056310643
77,134,443,2.5225125926796466
78,134,444,2.4898879617535297
79,134,445,2.5143330349175574
80,134,446,2.4694983993789807
81,134,447,2.4678092241508645
82,134,448,2.4622013931109166
83,134,449,2.490384505540632
84,134,450,2.4588804666844064
85,134,451,2.4476560914562193
86,134,452,2.486349779510898
87,134,453,2.4867046684348466
88,134,454,2.493545336002623
89,134,455,2.5143728658441815
90,134,456,2.5112790376341296
91,134,457,2.5103147163289816
92,134,458,2.504027680046899
93,134,459,2.5018421634639783
94,135,444,2.548024538418029
95,135,445,2.5068852421496604
96,135,446,2.4774486626806977
97,135,447,2.5052801917744913
98,135,448,2.464296658090342
99,135,449,2.4903065036995935
100,135,450,2.4633534486348854
101,135,451,2.4888160815093974
102,135,452,2.4512057611854603
103,135,453,2.4542784060387217
104,135,454,2.486123856101034
105,135,455,2.5113487909144347
106,135,456,2.5358468895398323
107,135,457,2.5402980650226508
108,135,458,2.5087707116424345
109,135,459,2.4782898932836708
110,135,460,2.4934004488370123
111,136,444,2.562965798584246
