,X_coord,Y_coord,bandgap
0,80,66,2.5430094690729934
1,80,67,2.5472438244782207
2,80,68,2.515772898765778
3,80,69,2.5078700657096658
4,80,70,2.4868599482936165
5,80,71,2.5147407971865605
6,81,64,2.55362406525106
7,81,65,2.547008795383413
8,81,66,2.548870862790458
9,81,67,2.545574342408662
10,81,68,2.5576382890916873
11,81,69,2.517383147667518
12,81,70,2.524270994846436
13,81,71,2.509778964836986
14,81,72,2.5064386306573425
15,81,73,2.4914803388816247
16,82,63,2.5669234183132628
17,82,64,2.559439308974975
18,82,65,2.52211424411846
19,82,66,2.540042817477802
20,82,67,2.525837171481065
21,82,68,2.508051117335749
22,82,69,2.5176020786173363
23,82,70,2.5007975066384827
24,82,71,2.512626786238801
25,82,72,2.507832418678158
26,82,73,2.516594371549859
27,82,74,2.534188083332588
28,83,62,2.5786344292977446
29,83,63,2.5690984203380745
30,83,64,2.551500700177434
31,83,65,2.5291441820046083
32,83,66,2.5432946285314806
33,83,67,2.5185833653615184
34,83,68,2.5232141832826094
35,83,69,2.520530708245788
36,83,70,2.501633433220243
37,83,71,2.5080257213720807
38,83,72,2.4971497979958324
39,83,73,2.5175520467900654
40,83,74,2.5077585855784634
41,83,75,2.532833927367337
42,84,62,2.5713968977438824
43,84,63,2.5542272399798085
44,84,64,2.554019719845994
45,84,65,2.5560122715680764
46,84,66,2.5191439261753223
47,84,67,2.5233625617958926
48,84,68,2.5373859060683563
49,84,69,2.511548039583205
50,84,70,2.520718168671447
51,84,71,2.484359906827169
52,84,72,2.4906602304120526
53,84,73,2.5236271449017136
54,84,74,2.5288941077161087
55,84,75,2.544418383534549
56,84,76,2.5365418040494996
57,85,61,2.5813095614197366
58,85,62,2.574528745960479
59,85,63,2.5295190221441466
60,85,64,2.5431392191751625
61,85,65,2.5398095611049194
62,85,66,2.5318438993666996
63,85,67,2.528874514465666
64,85,68,2.5310064600141335
65,85,69,2.5169779725744
66,85,70,2.51815868187282
67,85,71,2.511785762691177
68,85,72,2.5501539644634836
69,85,73,2.533071084086534
70,85,74,2.516595474662963
71,85,75,2.5343416496949915
72,85,76,2.5342579610301943
73,86,62,2.5722161480473367
74,86,63,2.561066857322859
75,86,64,2.548338735517604
76,86,65,2.536220034908226
77,86,66,2.5413662899161897
78,86,67,2.5240318795404844
79,86,68,2.5104176120393653
80,86,69,2.5132817326731254
81,86,70,2.510606823551692
82,86,71,2.494554824667884
83,86,72,2.4899690893375412
84,86,73,2.5141289991947664
85,86,74,2.521264531305589
86,86,75,2.535905484116909
87,86,76,2.5213630648143552
88,87,62,2.5637558584644276
89,87,63,2.550940967561321
90,87,64,2.5557169465672636
91,87,65,2.5265512449574508
92,87,66,2.537018009130258
93,87,67,2.521413009255294
94,87,68,2.5422564297284747
95,87,69,2.514086542304944
96,87,70,2.5351335758195988
97,87,71,2.5214425483662084
98,87,72,2.5253818847823655
99,87,73,2.516029178471416
100,87,74,2.540215379133406
101,87,75,2.5566796180414277
102,87,76,2.5340302169367783
103,88,63,2.561700911161575
104,88,64,2.5503078687113447
105,88,65,2.5242664551183243
106,88,66,2.5437785541469067
107,88,67,2.5384468403383718
108,88,68,2.527690765728287
109,88,69,2.5513786615954435
110,88,70,2.5385844437765748
111,88,71,2.5524388724795983
112,88,72,2.5193212854195477
113,88,73,2.5244378735641946
114,88,74,2.5481009127757575
115,88,75,2.5367709705891435
116,88,76,2.5331354498405645
117,89,64,2.556913720860997
118,89,65,2.5519704590853642
119,89,66,2.558969728926091
120,89,67,2.54988151218836
121,89,68,2.5538053727472523
122,89,69,2.550421717656992
123,89,70,2.5557183141545785
124,89,71,2.5385228162646154
125,89,72,2.531733981954787
126,89,73,2.5480330775681654
127,89,74,2.526858944495739
128,89,75,2.5386118861900107
129,90,65,2.560995794976273
130,90,66,2.5394571578633096
131,90,67,2.5480881223644904
132,90,68,2.5593701780180482
133,90,69,2.5759086930144663
134,90,70,2.542278771883246
135,90,71,2.52000417918
136,90,72,2.5439192211833843
137,90,73,2.519245186430936
138,90,74,2.54739334579176
139,91,67,2.5522770471324723
140,91,68,2.553488180935009
141,91,69,2.5366953091413067
142,91,70,2.531640455370825
143,91,71,2.5130988723861116
144,91,72,2.531816157256883
