,X_coord,Y_coord,bandgap
0,631,27,2.120825773855331
1,631,28,2.1212171608778605
2,631,29,2.1273523838854183
3,631,30,2.046380987590474
4,632,25,2.0940785819261887
5,632,26,2.10706747034766
6,632,27,2.1097165231999884
7,632,28,2.028748580852631
8,632,29,2.1250434577052966
9,632,30,2.123700644854498
10,632,31,2.0897432941752583
11,632,32,2.1269119316870335
12,633,23,2.072764312253854
13,633,24,2.0861047426988155
14,633,25,2.0745638958788954
15,633,26,2.1051934884168557
16,633,27,2.112449485528338
17,633,28,2.100568975328138
18,633,29,2.1121709833679905
19,633,30,2.0835336702461063
20,633,31,2.0883795268563397
21,633,32,2.0997681287916308
22,633,33,2.1288593783593273
23,634,22,0.0
24,634,23,2.048285953765322
25,634,24,2.0730764712566137
26,634,25,2.096848563207676
27,634,26,2.0923433854066653
28,634,27,2.0943257226386907
29,634,28,2.091365479253417
30,634,29,2.113189827173393
31,634,30,2.113741504125875
32,634,31,2.1164145184642567
33,634,32,2.133717305151884
34,634,33,2.1287962231803754
35,634,34,2.1351798943414577
36,635,21,1.9647495352680717
37,635,22,1.9824760212232508
38,635,23,2.0934959710010315
39,635,24,2.0512128792256186
40,635,25,0.0
41,635,26,2.087415471404731
42,635,27,2.097464453632119
43,635,28,2.1001667486681797
44,635,29,1.9702695531985328
45,635,30,2.1117807584276616
46,635,31,2.1218553504052986
47,635,32,2.1196279037966708
48,635,33,2.0283762646453276
49,635,34,2.1258412051696824
50,636,20,2.061117324802601
51,636,21,2.072068305342089
52,636,22,2.054610388883886
53,636,23,1.9898654687517512
54,636,24,0.0
55,636,25,0.0
56,636,26,2.0862161170507734
57,636,27,2.102707979059308
58,636,28,2.1028007719958004
59,636,29,2.0940754528359204
60,636,30,2.113422773930008
61,636,31,2.1174529274690914
62,636,32,2.1305473070093743
63,636,33,2.1249871507733715
64,636,34,2.127901604146426
65,636,35,2.1220432684916153
66,637,20,0.0
67,637,21,1.9651551125228397
68,637,22,2.056863973010817
69,637,23,2.0208435377105913
70,637,24,2.0588037573307374
71,637,25,2.0799237409264375
72,637,26,1.9997298675177828
73,637,27,2.1121022373561633
74,637,28,2.0944500673868123
75,637,29,2.092764049732011
76,637,30,1.9854164724605976
77,637,31,2.0149772607929615
78,637,32,2.129362714947984
79,637,33,2.116990060805988
80,637,34,2.1310807757516175
81,637,35,2.0263525230584207
82,638,20,0.0
83,638,21,2.060387785078006
84,638,22,1.996345322671606
85,638,23,2.021479474579331
86,638,24,2.066113785406592
87,638,25,2.0727172673458742
88,638,26,2.097361669651986
89,638,27,2.0933828100646505
90,638,28,2.090987321710627
91,638,29,2.102783851779274
92,638,30,2.1035987263051728
93,638,31,2.1151950863833116
94,638,32,2.105115286611915
95,638,33,2.128416990280526
96,638,34,2.1275251417760233
97,638,35,2.124951335998543
98,638,36,2.124462549111105
99,639,20,0.0
100,639,21,2.0473707712277367
101,639,22,2.0124330600305664
102,639,23,2.026261895370593
103,639,24,2.066979984253683
104,639,25,2.070682775318784
105,639,26,2.0978239202037283
106,639,27,2.104035759085278
107,639,28,2.0917868486859605
108,639,29,2.110721653344643
109,639,30,2.1100940385164484
110,639,31,2.121010725435512
111,639,32,2.1210608440771046
112,639,33,2.1229304832867926
113,639,34,2.125882952644344
114,639,35,2.1268127589656896
115,639,36,2.1157324085941718
116,640,20,2.025194970587925
117,640,21,0.0
118,640,22,0.0
119,640,23,0.0
120,640,24,2.0314326531271734
121,640,25,2.034335239682547
122,640,26,2.0902581626063266
123,640,27,2.0935130020266772
124,640,28,2.1002316258624143
125,640,29,2.1144214989260544
126,640,30,2.114881650540402
127,640,31,2.0191937438632666
128,640,32,2.1276793907732805
129,640,33,2.127375021491779
130,640,34,2.129184428092082
131,640,35,2.1172075759402618
132,640,36,2.1223668005357132
133,641,20,2.0749329668827565
134,641,21,2.0567924831743314
135,641,22,2.0700657407717973
136,641,23,2.0676755727175777
137,641,24,2.0691926192275605
138,641,25,2.0822334771174296
139,641,26,2.0875990541687077
140,641,27,1.978595803358795
141,641,28,2.087447542109222
142,641,29,2.1030121205796837
143,641,30,2.1187013617541117
144,641,31,2.120426997843882
145,641,32,2.122282838584507
146,641,33,2.122322083630413
147,641,34,2.1274253247393435
148,641,35,2.1244157867732874
149,641,36,2.1061731555721637
150,642,21,2.030823738376336
151,642,22,2.0210624004257065
152,642,23,2.0696976802012874
153,642,24,2.027808135740954
154,642,25,2.0129798040578186
155,642,26,2.0808566258068506
156,642,27,2.0846557588326435
157,642,28,2.104806308555608
158,642,29,2.1031139169708988
159,642,30,2.1129951223322956
160,642,31,2.1228442845989686
161,642,32,2.132402182082524
162,642,33,2.121689186619026
163,642,34,2.1275222687744844
164,642,35,2.1188274819081863
165,642,36,2.104172726167719
166,643,21,2.023790012699228
167,643,22,2.0562184146264832
168,643,23,2.0437278828115764
169,643,24,2.0739506894688624
170,643,25,2.070767344109426
171,643,26,1.9840619811991738
172,643,27,2.0972218510360037
173,643,28,2.0302430001954304
174,643,29,2.1037581665951115
175,643,30,2.1234311981720246
176,643,31,2.1250511529195437
177,643,32,2.1302451187590297
178,643,33,2.1262765008838596
179,643,34,2.1214156179817496
180,643,35,2.1100986014563468
181,644,22,2.022551175350639
182,644,23,2.0615601069428697
183,644,24,2.0854075159814918
184,644,25,2.0536166062218753
185,644,26,2.0912055613448866
186,644,27,2.1040986254819107
187,644,28,2.1078905616079013
188,644,29,2.1044266000361707
189,644,30,2.1287006529674537
190,644,31,2.129885741926637
191,644,32,2.1286923319254862
192,644,33,2.0246903063338815
193,644,34,2.1276223270415544
194,644,35,1.9889155267810754
195,645,23,2.082279782845768
196,645,24,2.093358242550474
197,645,25,2.0962766889563773
198,645,26,2.111726450197415
199,645,27,2.1074517730731763
200,645,28,2.1004935536185565
201,645,29,1.9709833033238848
