,X_coord,Y_coord,bandgap
0,544,215,2.14472002409681
1,544,216,2.1833663672975665
2,544,217,2.1865867115883963
3,544,218,2.1871284358547016
4,544,219,2.206413979056755
5,544,220,2.2051484760130675
6,544,221,2.2048163327578196
7,544,222,2.198541881378367
8,545,213,2.1585661457350143
9,545,214,2.171293242539435
10,545,215,2.164316000866446
11,545,216,2.1775286758634147
12,545,217,2.675242731543816
13,545,218,2.183630492451355
14,545,219,2.1826067287002635
15,545,220,2.2041306713209656
16,545,221,2.210450154159335
17,545,222,2.212453853239323
18,545,223,2.2058110722504836
19,545,224,2.194496516004586
20,546,211,2.1739710832592403
21,546,212,2.1860646579752676
22,546,213,2.1828231314154163
23,546,214,2.1902937436282595
24,546,215,2.1933285937848366
25,546,216,2.2019524234302534
26,546,217,2.184125926126123
27,546,218,2.1772398964917192
28,546,219,2.176222626300728
29,546,220,2.1756285774647717
30,546,221,2.198946645951627
31,546,222,2.213015428451547
32,546,223,2.2095212231461594
33,546,224,2.1911862270451357
34,546,225,2.188946109779025
35,547,210,2.1767025726161644
36,547,211,2.185974672978079
37,547,212,2.186865367760746
38,547,213,2.185418779697187
39,547,214,2.1845279500990253
40,547,215,2.1973728149683756
41,547,216,2.2050695186009253
42,547,217,2.2052046559385983
43,547,218,2.198458878186868
44,547,219,2.186416363938933
45,547,220,2.17620662830472
46,547,221,2.18058150859164
47,547,222,2.199913800082365
48,547,223,2.2148378810862916
49,547,224,2.194441659383348
50,547,225,2.1964983352041867
51,547,226,2.1899092289534843
52,548,209,2.188827056246448
53,548,210,2.195929155726511
54,548,211,2.194650180455192
55,548,212,2.195884840766727
56,548,213,2.1926923249955976
57,548,214,2.1837103982949535
58,548,215,2.187934170398742
59,548,216,2.199645742952448
60,548,217,2.1908883062469573
61,548,218,2.192864000562349
62,548,219,2.195744634306436
63,548,220,2.177216118431123
64,548,221,2.165566008959822
65,548,222,2.1934799816224295
66,548,223,2.2154121001860907
67,548,224,2.2120157522925576
68,548,225,2.1938657391676397
69,548,226,2.1895425726820545
70,548,227,2.184356757552776
71,549,209,2.19584872682048
72,549,210,2.1943879217754203
73,549,211,2.1815028523407967
74,549,212,2.1904691844803
75,549,213,2.1931045135106584
76,549,214,2.189841741405596
77,549,215,2.1773858776845474
78,549,216,2.190232573774084
79,549,217,2.1844938862903196
80,549,218,2.1930868231182608
81,549,219,2.19778876336242
82,549,220,2.1872941916056154
83,549,221,2.162401673587834
84,549,222,2.1755806088350464
85,549,223,2.211991417649296
86,549,224,2.21183620649634
87,549,225,2.198651224618955
88,549,226,2.179739995062524
89,549,227,2.1676812770958174
90,549,228,2.176362984492191
91,550,208,2.1904208233199305
92,550,209,2.19144898641172
93,550,210,2.184933979816943
94,550,211,2.1824203576179104
95,550,212,2.1833103511141783
96,550,213,2.1855938727514266
97,550,214,2.174619893497267
98,550,215,2.1844305012796896
99,550,216,2.1940047151674307
100,550,217,2.1818362274303054
101,550,218,2.1818227623312443
102,550,219,2.1984675903393596
103,550,220,2.177224139403065
104,550,221,2.160202929196094
105,550,222,2.1750174005888727
106,550,223,2.208702490999414
107,550,224,2.20054245435629
108,550,225,2.1974497766566503
109,550,226,2.188825889422732
110,550,227,2.17918451320571
111,550,228,2.151722370070824
112,551,207,2.186623339319165
113,551,208,2.1871530584376773
114,551,209,2.1945431759914262
115,551,210,2.184794455949577
116,551,211,2.1783352433563126
117,551,212,2.163657277066151
118,551,213,2.1862681764107026
119,551,214,2.1811196472584324
120,551,215,2.1879590281346224
121,551,216,2.1811714253005845
122,551,217,2.1849485336997287
123,551,218,2.19478947246533
124,551,219,2.1846038703097093
125,551,220,2.176932142569094
126,551,221,2.151949806485123
127,551,222,2.1614106619661104
128,551,223,2.202841640554358
129,551,224,2.195500803874705
130,551,225,2.1855337851026144
131,551,226,2.170917934516795
132,551,227,2.178100265288618
133,551,228,2.1454682824616182
134,552,207,2.188870631222996
135,552,208,2.192734933642203
136,552,209,2.176616880519765
137,552,210,2.184212023870485
138,552,211,2.1833424169404605
139,552,212,2.1773954354539726
140,552,213,2.178121183298071
141,552,214,2.178140460337942
142,552,215,2.176233140604615
143,552,216,2.1882569595552552
144,552,217,2.1851378450028536
145,552,218,2.180802154029781
146,552,219,2.1841408269208338
147,552,220,2.162513481351245
148,552,221,2.1597042589390636
149,552,222,2.175401018152875
150,552,223,2.1949566783315193
